No pqr;Periodo;Medio;Clasificación;Secretaria;Dependencia relacionada;Producto
205;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
204;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
203;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
202;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
201;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
200;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
199;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
198;2,018;Buzón;Clasificacion pendiente;1400 SECRETARÍA DE HACIENDA;1400 secretaría de hacienda;Evidencias
197;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1440 tesorería general;Evidencias
196;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
195;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
194;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
193;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
192;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
191;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
189;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
188;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
187;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
186;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
185;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
184;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
183;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
182;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
181;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
180;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
179;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
178;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
177;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
176;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
175;2,018;Web;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales0600 secretaría de infraestructura;Evidencias
174;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
173;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
172;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
171;2,018;Web;Peticion;0300 SECRETARÍA DE DESARROLLO ECONÓMICO Y COMPETITIVIDAD;310 dirección de competitividad;Evidencias
170;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
169;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
168;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
167;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
166;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
165;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
164;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
163;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
162;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
161;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
160;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
159;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
158;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
157;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
156;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
155;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
152;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
151;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
150;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
149;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
148;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
147;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
144;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
142;2,018;Web;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
141;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios0600 secretaría de infraestructura;Evidencias
140;2,018;Personal;Queja;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
139;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
138;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
137;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
136;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
135;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
134;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
133;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
132;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
131;2,018;Correo Electrónico;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
130;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
129;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
128;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
127;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
126;2,018;Buzón;Queja;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
125;2,018;Buzón;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
124;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
123;2,018;Buzón;Peticion;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
122;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
121;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
111;2,018;Web;Sugerencia;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
110;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
109;2,018;Web;Queja;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
107;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
106;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
105;2,018;Web;Peticion;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
104;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
103;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
102;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
101;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;630 dirección de mantenimiento de la infraestructura vial y equipamiento colectivos;Evidencias
100;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
99;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
98;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
97;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1400 secretaría de hacienda;Evidencias
96;2,018;Correo Electrónico;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
95;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
94;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
93;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
92;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
91;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
90;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
89;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
88;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
87;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
86;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
85;2,018;Web;Peticion;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
84;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1430 dirección de bienes inmuebles;Evidencias
83;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
82;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
81;2,018;Correo Electrónico;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
80;2,018;Personal;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
79;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
78;2,018;Web;Reclamo;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
76;2,018;Personal;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
75;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
74;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
73;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 SECRETARÍA DE GOBIERNO;Evidencias
72;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
71;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
70;2,018;Buzón;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
69;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
68;2,018;Buzón;Queja;1000 SECRETARÍA DE EDUCACIÓN;1410 subsecretaría de asuntos tributarios1410 subsecretaría de asuntos tributarios;Evidencias
67;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
66;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
65;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
64;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
63;2,018;Telefónico;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
62;2,018;Telefónico;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
61;2,018;Personal;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
60;2,018;Telefónico;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
59;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
58;2,018;Personal;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
57;2,018;Personal;Queja;0800 SECRETARÍA DE GOBIERNO;820 oficina de control y vigilancia;Evidencias
56;2,018;Personal;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
55;2,018;Personal;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
54;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1500 secretaría de gestión administrativa;Evidencias
51;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;820 oficina de control y vigilancia;Evidencias
50;2,018;Correo Electrónico;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
49;2,018;Web;Peticion;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
47;2,018;Personal;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
44;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
43;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
42;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
41;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
40;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
39;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
38;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
37;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
35;2,018;Web;Peticion;0500 SECRETARÍA DE DESARROLLO RURAL Y GESTIÓN AMBIENTAL;0500 secretaría de desarrollo rural y gestión ambiental;Evidencias
34;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
33;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
32;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
31;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
30;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
29;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
28;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
26;2,018;Personal;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
25;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
23;2,018;Buzón;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
22;2,018;Buzón;Peticion;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación1200 secretaría de deporte y recreación;Evidencias
21;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
20;2,018;Correo Electrónico;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
18;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
17;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
16;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
15;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
14;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
13;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
12;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
11;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
10;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
9;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
8;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
7;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
6;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
5;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
4;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
3;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
2;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
